rent_price,additional_fees,location,area,room_num,floor,building_type,extra_space,flat_condition,advertiser_type,students_allowed,furnishings,elevator,parking_space,year_of_construction,additional_information,latitude,longitude,adv_description,link
3 300 zł,1 100 zł/miesiąc,"ul. Kabacki Dukt 5, Kabaty, Ursynów, Warszawa, mazowieckie",54 m²,3,2/6,blok,"balkon, taras",do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2008,"klimatyzacja, tylko dla niepalących, oddzielna kuchnia",52.129299,21.065847,"Ładne, przestronne, bardzo jasne, wygodne i funkcjonalne mieszkanie w doskonałej lokalizacji. Lokal znajduje się w spokojnej okolicy, tuż przy Lesie Kabackim (3 minuty pieszo), bardzo blisko metra Kabaty (5 minut pieszo). Wokół są szkoły, baseny, ścieżki rowerowe, place zabaw, sklepy, kawiarnie, restauracje, przystanki autobusowe.
Na 54 mkw. znajdują się:
- 3 pokoje
- 2 łazienki (jedna z prysznicem, pralka, w drugiej WC)
- kuchnia
- balkon
Do mieszkania przynależy miejsce parkingowe w garażu podziemnym, bardzo wygodny wjazd, parkowanie i wejście do klatki schodowej. 
Na opłaty składają się: opłata najmu - 3300 zł oraz czynsz administracyjny - 1100 zł zawierający opłaty za wszystkie media oprócz prądu. Zużycie rozliczane jest przez administrację 2 razy w roku. Właściciel pobiera kaucję w wysokości 5000 zł. 
Oferta prywatna. Agencjom i pośrednikom dziękujemy. ",https://www.otodom.pl/pl/oferta/mieszkanie-54-m-warszawa-ID4oYGV
2 700 zł,,"ul. Wawrzyszewska, Młynów, Wola, Warszawa, mazowieckie",32 m²,1,parter,blok,ogródek,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, pralka",tak,,2017,"tylko dla niepalących, dwupoziomowe",52.2474,20.963548,"Oferuje do wynajęcia nowoczesne, mieszkanie o powierzchni 27 m2 z antresolą o powierzchni 5 m2 i własnym ogródkiem.
Mieszkanie jest w pełni wyposażone, wykończone w bardzo dobrym standardzie nowymi meblami, utrzymane w nowoczesnej kolorystyce – bieli i szarości. Duża liczba funkcjonalnych półek zapewnia praktyczne przechowywanie.
Mieszkanie wyposażone jest w nowy sprzęt AGD, w tym, lodówkę, piekarnik, płytę indukcyjną, odkurzacz bezprzewodowy i czajnik elektryczny.
Zaprojektowane przez architekta mieszkanie charakteryzuje się przestrzenią i wysokością 3,6 metra. Znajduje się na parterze, posiada ogródek.

Mieszkanie składa się z:
- Pokoju dziennego z kuchnią
- Sypialni na Andresoli
- Korytarza
- Łazienki z prysznicem.

LOKALIZACJA
Mieszkanie znajduje się na nowoczesnym zamkniętym osiedlu przy Ul. Wawrzyszewskiej.
W bezpośredniej okolicy, parki, piekarnie, żabki, biedronka, Aldi, Hebe, Rossman, Pepco, apteka oraz sporo różnorodnych restauracji.
Zajezdna autobusowa 2 min od bloku. Przystanek tramwajowy 1 min od bloku piechotą. Metro 20 minut od bloku piechotą. Stacja kolejowa Warszawa Koło 5 min piechotą.

UMEBLOWANIE I WYPOSAŻENIE

Meble: Sofa rozkładana, dużo półek, szafki kuchenne oraz dwie pojemne szafy.

Sprzęty: pralka, radio, piekarnik, lodówka, płyta grzewcza, czajnik bezprzewodowy, odkurzacz bezprzewodowy

Warunki wynajmu:
Czynsz najmu: 2700 zł
Czynsz administracyjny: 800 zł
Kaucja: 3000 zł
Okres najmu: 12 miesięcy

Mieszkanie dla jednej osoby lub pary. Bez zwierząt. Preferowani niepalący.

Wynajmuję bezpośrednio, zwykła umowa najmu.",https://www.otodom.pl/pl/oferta/wynajete-studio-z-antresola-i-ogrodkiem-na-wol-ID4plqx
3 700 zł,800 zł/miesiąc,"ul. rtm. Witolda Pileckiego, Natolin, Ursynów, Warszawa, mazowieckie","60,5 m²",2,1/5,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2000,oddzielna kuchnia,52.138708,21.040454,"Przestronne, rozkładowe, słoneczne dwupokojowe mieszkanie na Ursynowie.
Niewątpliwym atutem tego miejsca jest wiele terenów zielonych w sąsiedztwie. Około 100 m, tuż za budynkiem znajduje się ""Górka Kazurka"", dalej Las Kabacki oraz Ogród Botaniczny w Powsinie. ""Górka Kazurka"" to idealne miejsce do urządzenia pikniku, wygrzewania na słońcu czy spaceru z psem. Sprzyjający teren dla osób lubiących aktywnie spędzać czas.
W najbliższej okolicy odnajdziemy halę widowiskowo-sportową ""Arena Ursynów"" oraz ""Arena Active Club"". Centrum rozrywki z siłownią, fitnessem, kręgielnią, bilardem, odnową biologiczną, a także boiska i korty tenisowe z Akademią Tenispoint. Nie można zapomnieć o basenie i okolicznych sklepach.
Bardzo bogata infrastruktura społeczna. W niedalekiej okolicy są: szkoła, przedszkola, żłobek, kościół, fryzjer, przychodnia, szpital południowy, cukiernia, pierogarnia, restauracje oraz wiele innych punktów usługowych.
Mieszkanie jest przestronne, niezwykle rozkładowe i bardzo ładnie doświetlone. Dodatkowym atutem jest wysokość pomieszczeń, która sprawia że mieszkanie wydaję się jeszcze większe.
Na powierzchnię całkowitą mieszkania tj. 60,5 m2 składają się:
salon (28,1 m2) z wyjściem na piękny i duży balkon
sypialnia (13,5 m2) z ekspozycją okien na zieleń
łazienka wyposażona w wannę (4,1 m2)
oddzielna kuchnia z oknem (8,3 m2) i meblami w zabudowie
hol (6,5 m2) z szafami w zabudowie
Kolejnym z atutów lokalu jest bardzo duży i pięknie nasłoneczniony po południu balkon (7m2).
Budynek w którym mieści się opisywane mieszkanie znajduje się na 1 piętrze w 5-cio piętrowym budynku z windą wybudowanym w roku 2000. Do mieszkania przynależy przestronne miejsce w garażu podziemnym o powierzchni 19 m2 (!). Opłata do Spółdzielni mieszkaniowej na rzecz wynajmu w/w miejsca to 423 zł.
Informacja dla osób korzystających z komunikacji miejskiej:
Do Stacji Metra Imielin ok. 11 min. (4 przystanki autobusem), do Stacji Natolin pieszo ok. 15 minut (ew. ok. 12 min. autobusem). W bliskiej odległości od budynku znajdują się trzy przystanki autobusowe - najbliższy (400m) z liniami 185, 192, 319, kolejne dwa dodatkowo 504, 503 i 179. Na wszystkich przystankach dostępny również autobus nocny linii N34.
Bardzo dobra oferta, zapraszam do obejrzenia.
Informacje dodatkowe:
Minimalny okres najmu - 1 rok.
Kaucja zwrotna - 5000zł.
Opis budynku:
rodzaj budynku: Niski blok;
stan budynku: Bardzo dobry;
materiał: Cegła;
gaz: TAK;
winda: TAK;
zsyp: NIE;
Bezpieczeństwo:
domofon: TAK;
Standard mieszkania:
typ mieszkania: Rozkładowe;
stan nieruchomości: Bardzo dobry;
typ okien: PCV;
drzwi wejściowe: Przeciwwłamaniowe;
rodzaj ogrzewania: CO miejskie;
ciepła woda: Wodociąg miejski;
Udogodnienia:
internet: TAK;
telewizja kablowa: TAK;
telefon: TAK;
klimatyzacja: NIE;
jacuzzi: NIE;
sauna: NIE;
Pomieszczenia - Pokoje:
umeblowanie: Tak;
powierzchnie pokoi: 28,1m2, 13,5m2;
powierzchnia salonu: 28,1;
podłogi w pomieszczeniach: Terakota, Parkiet;
typ kuchni: Oddzielna;
wyposażenie kuchni: Piekarnik, Okap, Zlewozmywak, Płyta grzewcza gazowa, Meble w zabudowie kuchennej, Zmywarka, Lodówka;
powierzchnia kuchni: 8,3m2;
liczba łazienek: 1;
powierzchnie łazienek: 4,1m2;
wyposażenie łazienek: Umywalka, Wanna, Grzejnik drabinkowy, WC, Pralka;
powierzchnia przedpokoju: 6,5;
Powierzchnia dodatkowa: liczba balkonów: 1;
typ balkonów: Klasyczny;
Garaże - miejsca parkingowe:
liczba miejsc parkingowych podziemnych: 1;
Otoczenie: widok na: Inne budynki, drzewa;
typ ulicy/drogi: Cicha, osiedlowa;
droga dojazdowa: Asfaltowa;
komunikacja: Autobus, Metro;",https://www.otodom.pl/pl/oferta/przestronne-rozkladowe-2-pokoje-na-ursynowie-ID4plps
2 800 zł,550 zł/miesiąc,"Sielce, Mokotów, Warszawa, mazowieckie",33 m²,2,4/10,blok,,,prywatny,,,nie,,,,,,"Mieszkanie 2-pokojowe, kuchnia, łazienka z prysznicem, korytarz i balkon typu loggia. Mieszkanie  kompletnie wyposażone (lodówka, pralka, kuchenka gazowa z piekarnikiem, zmywarka) i umeblowane (w tym dwie duże szafy na wymiar). Okna zorientowane na wschód. W bloku zadbana klatka schodowa z dwiema windami. Okolica spokojna i cicha z zielenią, przy bloku parking wydzielony szlabanem, plac zabaw. W pobliżu  sklepy spożywcze, poczta, przychodnia, apteka, park im. Stanisława Dygata. W odległości około 5 min. marszu CH Sadyba. Doskonała komunikacja z centrum (ul. Sobieskiego, przystanek Mangalia) oraz innymi częściami miasta.
Mieszkanie dostępne od zaraz. Umowa wyłącznie najmu okazjonalnego.
Opłaty to najem 2800 zł oraz 550 zł czynsz administracyjny plus opłaty licznikowe. Kaucja 4000 zł.",https://www.otodom.pl/pl/oferta/mieszkanie-na-sadybie-2-pokoje-ID4jp1m
2 800 zł,900 zł/miesiąc,"ul. Adama Mickiewicza 25, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",40 m²,2,3/3,kamienica,,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, pralka",nie,,1938,"tylko dla niepalących, oddzielna kuchnia",52.26596,20.988601,"MIESZKANIE przy Pl. Wilsona 40 m2
Atrakcyjne dwupokojowe mieszkanie w przedwojennej kamienicy, na Starym Żoliborzu między placem Wilsona a Inwalidów, na 3. piętrze. Sama kamienica jest odnowiona z oryginalną klatką schodową.
Mieszkanie wydaje się większe, przestronniejsze dzięki rozkładowi pomieszczeń: duży pokój ma 20 m2, a z niego przechodzi się do mniejszego 8 m2, jest widna, oddzielna w pełni wyposażona kuchnia.  Dużym atutem jest supernowoczesna łazienka z płaskim brodzikiem i dużym lustrem oraz modnym oświetleniem.
Użyto wysokiej jakości materiałów wykończeniowych - parkiet egzotyczny, marmurowe parapety, hiszpańska glazura, elegancka kabina prysznicowa.
Mieszkanie może być używane jako mieszkanie dla 1-2 osób, może też służyć do pracy zdalnej – ma dwa biurka – w tym jedno duże w salonie i mniejsze w drugim pokoju.
Przeznaczone jest dla osób niepalących, bez zwierząt domowych.
W bezpośrednim sąsiedztwie mieszkania jest wiele terenów zielonych – w tym Park Żeromskiego oraz wiele restauracji, lodziarni itp.  Do centrum można dojechać w 10 minut metrem, tramwajem lub autobusem. Niedaleko jest też wiele lokalnych sklepów, w kilka minut można też dojechać do centrum handlowego Arkadia.  
Zapraszam do kontaktu i obejrzenia mieszkania, Piotr, tel 501 505 942",https://www.otodom.pl/pl/oferta/stary-zoliborz-okolice-pl-wilsona-ID3M3jm
2 800 zł,760 zł/miesiąc,"ul. Palmowa, Wawer, Wawer, Warszawa, mazowieckie",46 m²,2,2/3,blok,balkon,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, pralka",nie,garaż/miejsce parkingowe,2011,pom. użytkowe,52.216678,21.141505,"Do wynajęcia bezpośrednio 2 pokojowe mieszkanie (46m) Mieszkanie składa się z: przedpokoju, salonu z aneksem kuchennym, sypialni, łazienki z WC, oraz balkonu. Mieszkanie znajduje się na drugim piętrze budynku (bez windy) na zamkniętym osiedlu w cichej i zielonej części dzielnicy Wawer. Mieszkanie jest umeblowane i wyposażone w sprzęty AGD: lodówkę z zamrażarką, elektryczną płytę grzewczą, piekarnik, kuchenkę mikrofalową, okap kuchenny, pralkę. Wynajem okazjonalny długoterminowy (minimum 1 rok) Dostępne od ręki. Miesięczny czynsz najmu 2800 + opłaty administracyjne (około 760 zł) + opłaty za prąd wg zużycia. W ramach opłaty na terenie osiedla dostępne jest jedno miejsce parkingowe. Wymagana kaucja zwrotna w wysokości jednomiesięcznego czynszu najmu. Agentom i pośrednikom dziękuję.",https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-wawer-ID4pviN
6 500 zł,"1 130,13 zł/miesiąc","Bohema, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",69 m²,3,4/2,blok,"balkon, taras",do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2021,"klimatyzacja, piwnica, tylko dla niepalących, dwupoziomowe, pom. użytkowe",52.2658,21.041581,"Dostepne od zaraz.
Mieszkanie składa się z:
salonu połączonego z kuchnią i jadalnią
2 sypialni (poziom +1)
2 łazienek (prysznic, wanna)
pomieszczenia/schowka pod schodami
dwóch holi
loggii (poziom 0, 4-te piętro), dużego balkonu (poziom +1, 5-te piętro - ostatnie)
w budynku wózkownia, ochrona
na zewnątrz dwa place zabaw
Mieszkanie zaprojektowane przez warszawskie biuro projektowe w unikatowym stylu i w pięknych kolorach, usytuowane na 4 i 5 piętrze. Wysokiej jakości wykończenie: drewniana podłoga w jodełkę w części sypialnianej, mikrocement na parterze. Bardzo dużo miejsca do przechowywania w zabudowie stolarskiej na zamówienie.
Mieszkanie jest ciepłe, słoneczne, posiada klimatyzację w każdym pomieszczeniu (jednostka na dachu, a nie na balkonie) i wymienione, nowoczesne grzejniki, klimatyczne oświetlenie. W każdym pokoju gniazdka Ethernet (idealne do stałej pracy zdalnej)
Widok na centrum Warszawy i Pałac Kultury, a także zachód słońca - w zależności od pory roku.
Przestrzenna kuchnia z jadalnią wyposażona w sprzęt w zabudowie marki Electrolux: piekarnik, mikrofala, lodówka, zmywarka, duże cargo, płyta indukcyjna i okap z automatycznym wyciągiem. Kran z wbudowanym filtrem wody pitnej, wbudowany dozownik płynu. Wysokiej jakości blat i backsplash ze spieku kwarcowego.
W salonie duża kanapa z funkcją spania i regulowanymi zagłówkami. Elektrycznie opuszczany ekran do rzutnika. Dodające charakteru oryginalne komody z lat 70, bardzo duże lustra na zamówienie.
W dolnej łazience duże lustra, przechowywanie w zabudowie stolarskiej nad geberitem, wanna.
W górnej łazience podwójna umywalka na zamówienie, dwa krany, lustro podgrzewane elektrycznie (anti-steam), przestronny prysznic z klimatycznym oświetleniem ledowym, pralka i osobna suszarka marki Bosch ukryta za frezowanymi laserowo drzwiami, kosze na pranie w zabudowie stolarskiej i dużo miejsca do przechowywania. 
Sypialnia master z oknami na całą wysokość i szerokosc, garderoba w zabudowie, duże łóżko 160 x 200, rozkładane biurko. Nad łóżkiem ściana z korka do dowolnej aranżacji i oświetlenie LED.
Druga, mniejsza sypialnia do samodzielnej aranżacji na pokój dziecięcy, gościnny lub biuro.
Górny hol wyposażony w bardzo dużą szafę na buty z lustrami, uchwyty TRX, drążek, oświetlenie LED. Idealny do treningu z taśmami.
Bardzo duży schowek pod schodami został dodatkowo wyposażony w rozkładane biurko na zamówienie w razie konieczności chwili prywatności przy pracy z salonu. Spokojnie pomieści rower, wózek i inne ponadwymiarowe przedmioty.
Ukryte drzwi pomalowane od wewnątrz magnetyczną farba posłużą do przyczepiania notatek lub magnesów z podróży.
Nowoczesne osiedle Bohema w loftowym stylu, na terenie starej fabryki (zachowana część zabudowy, lofty, komin). Podwyzszone parametry akustyczne scian i okien sprawiaja, ze nie slychac w ogole sasiadow ani szumu ulicy przy zamknietych oknach.
Ochrona, dwa place zabaw, wózkownia, tereny zielone, bezpośrednie dojście do metra przez osiedle lub garażem.
Bezpośrednio pod blokiem Biedronka i Żabka, przedszkole i zlobek w budynku obok.
W gentryfikowanej okolicy Rano piekarnia, Trójka Kielichów,  Toast, Serso bajgle.
Bazar Namysłowska, Zoo, Plac Hallera z piękną kawiarnia Trzy Kruki
Blisko Klub Praga Centrum, Chmury, Stacja Praga.
W niedalekim sąsiedztwie modna okolica portu praskiego z nowo wybudowana kładką przez Wisłe i wieloma restauracjami: piękna kawiarnia: Proces Kawki, Restauracja z gwiazdka Michelin 2023: Hub, Topowa warszawska cukiernia: Tadam.


Rewelacyjnie skomunikowane osiedle, w odległości kilku minut:
Metro Szwedzka (5 min do Galerii Wileńska)
Węzeł komunikacyjny Rondo Żaba (11 min do Arkadii)
Przystanek tramwajowy Bródnowska (8 min na Stare Miasto)
Dla osób niepalacych bez zwierząt.
Możliwość wynajęcia miejsca parkingowego w garażu wraz z komórką lokatorską  (za dodatkowa opłatą)
Available now.
The apartment consists of:
a living room combined with a kitchen and dining room
2 bedrooms (on level +1)
2 bathrooms (shower, bathtub)
a storage room under the stairs
two balconies
a loggia (on level 0, 4th floor), a large balcony (on level +1, 5th floor - last one)
In the building there is a pram room and security. Outside, there are two playgrounds.
The apartment was designed by a Warsaw design studio in a unique style and beautiful colors, located on the 4th and 5th floors. High-quality finishes: wooden flooring in a herringbone pattern in the bedroom area, microcement on the ground floor. A lot of storage space in custom-made cabinetry. The apartment is warm, sunny, has air conditioning in every room (unit on the roof, not on the balcony) and modern, climate-controlled heating.
A view of the centre of Warsaw and the Palace of Culture, as well as the sunset - depending on the time of year.
A spacious kitchen with a dining area equipped with built-in appliances: an oven, microwave, refrigerator, dishwasher, large pantry, induction hob, and extractor hood with automatic shut-off. A tap with a built-in water filter, a dispenser for liquid soap. High-quality countertops and backsplash made of quartz composite.
In the living room, a large sofa with a sleep function and adjustable headrests. Automatically lowered screen for projector. Original 70's cabinets and a large mirror made to order.
In the lower bathroom, a large mirror, storage cabinetry above the toilet, bathtub.
In the upper bathroom, a double sink made to order, two taps, an electrically heated mirror (anti-steam), spacious shower, washing machine, and separate dryer hidden behind laser-cut doors, laundry baskets in custom cabinetry, and plenty of storage space.
The master bedroom has full height windows, a wardrobe in built-in cabinetry, a large bed 160 x 200, and a folding desk. A wall of natural cork above the bed for any arrangement and LED lighting.
The second bedroom can be arranged independently as a children's room, guest room or office.
The upper hallway is equipped with a very large shoe closet with mirrors, TRX handles, a pull up bar, and LED lighting. Ideal for training with resistance bands.
A very large storage room under the stairs has been additionally equipped with a folding desk made to order in case some privacy is needed while working from the living room. Magnetic paint inside the hidden door allows attaching notes or magnets from travels. Can easily fit a bicycle (or two) or a stroller and more.
A modern loft-style residential complex ‘Bohema’ in a former factory (preserved part of the development, lofts, chimney). Security, two playgrounds, pram room, green areas, direct access to the metro through the estate or garage. High acustic parameters -  no sound of neighbours or street noise with closed windows. 
Directly outside Biedronka and Żabka, Kindergarden and Nursery. In the gentrified neighbourhood, there is a bakery Rano, Trójka Kielichów, Toast, Serso Bajgle. Bazar Namysłowska, Zoo, Plac Hallera with a beautiful cafe Trzy Kruki. Nearby, the fashionable Praga Port area with a newly built footbridge over the Vistula River and many restaurants: a beautiful cafe Proces Kawki, a restaurant with the Michelin star 2023: Hub, as well as the top Warsaw pastry shop: Tadam.
The apartment is excellently communicated, with several transportation options within a few minutes: Szwedzka metro station (5 minutes to Galeria Wileńska), Rondo Żaba transportation hub (11 minutes to Arkadia), and Bródnowska tram stop (8 minutes to Old Town).
The apartment is for rent for non-smokers without animals. There is an option to rent a parking space in the garage with a storage unit for an additional fee.",https://www.otodom.pl/pl/oferta/mieszkanie-dwupoziomowe-przy-metrze-szwedzka-69m2-ID4pvih
3 100 zł,600 zł/miesiąc,"ul. Aleksandra Gierymskiego, Sielce, Mokotów, Warszawa, mazowieckie",39 m²,2,3/4,blok,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",nie,,1966,tylko dla niepalących,52.199004,21.035765,"Funkcjonalnie rozplanowane i zaprojektowane mieszkanie świeżo po remoncie w wysokim standardzie przygotowane do wprowadzenia. Nieruchomość na trzecim piętrze czteropiętrowego budynku z 1966 roku bez windy, zlokalizowanym na Mokotowie w cichej, spokojnej okolicy, czeka na wynajmującego.
W odległości 3 przystanków autobusowych od Metro Politechnika, z szybkim dojazdem do centrum a co ważne blisko terenów zielonych jest na wagę złota. Poszukujesz takiej? Właśnie ją znalazłeś.

NIERUCHOMOŚĆ:
Apartament o powierzchni ok 39 m2 wykończony w wysokim standardzie pod nadzorem architekta z dbałością o każdy detal (liczne szafy i schowki w zabudowie), wygodę użytkowania oraz funkcjonalność, wyposażony w sprzęty wysokiej klasy (płyta indukcyjna, piekarnik elektryczny, zmywarka, lodówka). Wymieniona instalacja elektryczna, położone gładzie szpachlowe. Po wymianie drzwi wejściowe, okna pcv, parapety, oraz piony wodne i odpływy, nowa instalacji C.O. (zamontowane nowoczesne grzejniki typu konwektorowego), na podłodze naturalny dębowy parkiet, w kuchni i łazience gres wysokiej jakości. Zamontowane efektowne, kompleksowe oraz energooszczędne oświetlenie led. 

NIERUCHOMOŚĆ SKŁADA SIĘ Z:
- Dużego pokoju z aneksem kuchennym o powierzchni łącznej około 20 m2 
- sypialni o powierzchni około 10 m2,
- z łazienki o powierzchnia około 3,5 m2 z kabiną prysznicową,
- przedpokoju z pojemną zabudowaną szafą (nie ma jej na zdjęciach), 

Czynsz administracyjny z zaliczkami i funduszem remontowym wynosi około 600 zł (z uwzględnieniem nowych stawek za wywóz odpadów),
.

BUDYNEK:
Mieszkanie znajduje się na 3 piętrze w 4 piętrowym budynku z 1966 roku.
Budynek zadbany, odnowiona elewacja wraz z dociepleniem, czysta zadbana klatka schodowa. Wejście zabezpieczone domofonem, daje poczucie komfortu i bezpieczeństwa.
-łatwy parking pod blokiem
OKOLICA:
Obfituje w tereny zielone w zasięgu kilkuminutowego spaceru: Łazienki Królewskie, Park Arkadia, Park Dreszera, Park Promenada, Park Morskie Oko, w pobliżu pełna infrastruktura miejska, Biedronka w odległości 400 m
  Mieszkanie dla max 2 osób bez zwierząt tylko dla niepalących.",https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-2-pokojowe-dolny-mokotow-ID4plnq
4 200 zł,1 300 zł/miesiąc,"ul. Włodarzewska, Szczęśliwice, Ochota, Warszawa, mazowieckie",70 m²,3,1/4,,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",nie,garaż/miejsce parkingowe,1998,,52.20085,20.956417,"3 pokojowe mieszkanie położone na Ochocie (Szczęśliwice), na cichym, strzeżonym, otoczonym zielenią osiedlu, przy samym Parku Szczęśliwickim. Mieszkanie słoneczne, umeblowane, salon połączony z wyposażoną kuchnią, dwie sypialnie, łazienka z wanną oraz małe pomieszczenie gospodarcze. W mieszkaniu dwie zabudowane, funkcjonalne szafy. Do mieszkania przynależy wolnostojące zewnętrzne miejsce parkingowe.
Opłata m-czna za wynajem to 4200zł + opłata za czynsz 1300zł + opłaty licznikowe, kaucja w wysokości 5500zł płatna z góry.
Zapraszam do kontaktu (Ewa 501 501 547 lub Przemysław 609 856 902)",https://www.otodom.pl/pl/oferta/bezposrednio-wlodarzewska-szczesliwice-70m2-ID443sO
2 300 zł,950 zł/miesiąc,"ul. Karola Szymanowskiego, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",51 m²,2,6/6,kamienica,balkon,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, kuchenka, pralka",nie,,1965,oddzielna kuchnia,52.262363,21.032473,"Mieszkanie 51 m2 znajduje się w kamienicy przy ul. Szymanowskiego 5, zaraz obok Placu Hallera (Nowa Praga). Dwupokojowe z osobną kuchnią oraz loggią.

Zlokalizowane na 6 piętrze z windą, w pełni umeblowane gotowe do zamieszkania. Jasne i przestronne.
Dwa pokoje (salon, sypialnia) z osobną kuchnią, loggia. W dużym pokoju zestaw wypoczynkowy. W sypialni dwuosobowe łóżko. Obszerna przestrzeń do przechowywania - szafa wnękowa w przedpokoju, szafa ubraniowa Ikea w sypialni. W łazience wanna z zestawem prysznicowym. 
Pozostałe wyposażenie jak na zdjęciach. Świeżo malowane.

AGD: pralka, lodówka, zmywarka, płyta indukcyjna, okap, mikrofalówka.

Koszt wynajmu:
Wynajem: 2 300 zł
Zaliczka na czynsz: 950 zł
Osobno koszt prądu.

Dostępne od zaraz, zaliczka: 3 000 zł",https://www.otodom.pl/pl/oferta/mieszkanie-51-m2-2-pokojowe-ul-szymanowskiego-ID4plmG
3 500 zł,600 zł/miesiąc,"ul. Adama Branickiego 16, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",41 m²,2,3/4,apartamentowiec,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2012,tylko dla niepalących,52.157383,21.072795,"Wynajmę bezpośrednio w pełni wyposażone oraz umeblowane mieszkanie. Mieszkanie znajduje się na III piętrze (winda) w apartamentowcu wybudowanym w 2012 roku.

Nie jestem zainteresowany współpracą z pośrednikami nieruchomości.

Mieszkanie składa się z:
aneksu kuchennego kompleksowo wyposażonego w sprzęt AGD (płyta indukcyjna, czajnik elektryczny, lodówka pełnowymiarowa; piekarnik, zmywarka) połączonego z salonem;
salonu w pełni umeblowanego (m .in. kanapa, TV, szafki i półki );
sypialni w pełni umeblowanej (łóżko i materac nowe, w ogóle nieużywane, zamontowane w dniu 04.03.2024 r., szafa wnękowa zabudowana typu komandor);
balkonu (5,9 m2);
przedpokoju z szafą wnękową zabudowaną typu komandor oraz szafką na buty;
łazienki wyposażonej w kabinę prysznicową, pralkę oraz szafę wnękową zabudowaną typu komandor;
przyporządkowanego do mieszkania pełnowymiarowego i w pełni niezależnego miejsca parkingowego (nie jest to platforma) w garażu blisko wejścia do klatki - w cenie czynszu.
Zalety:
mieszkanie odświeżone, gotowe do zamieszkania od zaraz;
mieszkanie jasne;
ogromna liczba powierzchni do przechowywania (w tym trzy szafy wnękowe typu komandor).
Dodatkowo: bliskość przystanków komunikacji miejskiej, sklepów spożywczych oraz paczkomatów.
Opłaty: Czynsz najmu 3.500,00 PLN + czynsz administracyjny (obecnie ca. 600,00 PLN) + zaliczki na prąd
W budynku działają operatorzy kablowi i dostawcy internetu. Przez najbliższe 3 miesięcy w lokalu jest internet światłowód 600 mb/s oraz TV kablowa. Istnieje możliwość przepisania mediów na najemcę w przypadku zainteresowania.",https://www.otodom.pl/pl/oferta/bezposrednio-miasteczko-wilanow-branickiego-16-ID4pvhg
2 700 zł,650 zł/miesiąc,"ul. Wojciecha Żywnego 16, Wierzbno, Mokotów, Warszawa, mazowieckie",37 m²,2,> 10/12,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,,"piwnica, tylko dla niepalących, oddzielna kuchnia",52.192262,21.026093,"Dwupokojowe mieszkanie do wynajęcia (bezpośrednio od właściciela) o powierzchni 37 m2, na jedenastym piętrze. Mieszkanie jasne, ciche, skierowane na zachód. Mieszkanie znajduje się przy ul. Żywnego 16 przy Królikarni/kompleksie Warszawianka. Spokojna okolica bezpośrednio przy parku Arkadia, Morskie Oko, Dreszera. Przy ulicy Puławskiej (2 minuty spacerem) znajdują się przystanki autobusowe i tramwajowe (10 minut tramwajem do Galerii Mokotów), 8 minut spacerem do stacji metra Wierzbno, 1,5km (2 przystanki tramwajem) do węzła komunikacyjnego „Wilanowska” (metro, pętla autobusowa miejska i podmiejska, linie tramwajowe).
Mieszkanie odświeżone w pełni wyposażone (sypialnia, salon, kuchnia, łazienka oraz przedpokój). Sypialnia wyposażona w łóżko 160x200cm oraz dużą trzydrzwiową szafę w zabudowie. Kuchnia na wymiar wyposażona w lodówkę, zmywarkę, piekarnik i płytę gazową. Salon nowo umeblowany (kanapa rozkładana 140x200), posiada nieduży balkon ok. 1,2 m2.
Dodatkowo do mieszkania przypisane jest miejsce parkingowe za szlabanem na pilot, komórka lokatorska, na parterze wydzielone pomieszczenie na rowery.
Cena: 2 700 zł, dodatkowo płatne (czynsz administracyjny około 600zł, prąd około 100zł, gaz około 30zł). Kaucja – 4000 zł. Umowa - najem okazjonalny.
Mieszkanie dostępne do wynajmu od 1 kwietnia.",https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-przy-krolikarni-ul-zywnego-ID4pvhb
